"bigram"
"szent istván"
"uniós jogszabály"
"azonosító szám"
"fizikai blokk"
"alap tud"
"helyrajzi szám"
"szám alap"
"tartózkodási hely"
"feltétlenül szükséges"
"élelmiszerbiztonsági hivatal"
"schengeni határ"
"határ mentén"
"unió ország"
"felvetés kapcsán"
"elkövetkező időszak"
"nagyváros élő"
"állami garancia"
"megoldás keres"
"adott helyzet"
"adott szituáció"
"élő helyzet"
"hátralévő idő"
"rendszer kiépítés"
"roppant egyszerű"
"gazdálkodó helyzet"
"komoly szakmai"
"szakmai segítség"
"termelő rész"
"rend tart"
"intervenciós felvásárlás"
"azonnali kérdés"
"rossz emlékszik"
"pályázati feltétel"
"pályázati kiírás"
"előcsatlakozási forrás"
"rész képez"
"beadási határidő"
"nyár eleje"
"mezőgazdasági ágazat"
"élő ember"
"ember sors"
"gazdasági folyamat"
"felelősség érez"
"kezdet fogva"
"szakmai rész"
"szakmai fórum"
"magas színvonal"
"csökken fog"
"káros hatás"
"tőkevonzó képesség"
"lényeges előrelépés"
"ágazat helyzet"
"elem tart"
"kis közepes"
"piaci verseny"
"segítség ad"
"szövetkezeti tag"
"teherviselő képesség"
"vidékfejlesztés kérdés"
"rész természetes"
"munka adhat"
"előtér kerül"
"adott körzet"
"uniós tagállam"
"kevesebb adó"
"könyv szerinti"
"szerinti érték"
"szerencsés helyzet"
"alkalom kerül"
"széles közvélemény"
"mulasztásos törvénysértés"
"kialakult helyzet"
"megoldás irány"
"szűk kör"
"igény tud"
"mezőgazdaság foglalkozó"
"százalék kevesebb"
"kevesebb jövedelem"
"megélhetés biztosít"
"piaci zavar"
"lényeges kevesebb"
"esély ad"
"mezőgazdasági vállalkozás"
"gazdasági alap"
"agrárium szereplő"
"pénz pénz"
"jövő esztendő"
"munkahely teremt"
"jelentős csökken"
"ember elmegy"
"ország keleti"
"iskola óvoda"
"ember foglalkoztat"
"pest megye"
"megy tönk"
"ember vesz"
"célzott támogatás"
"alap létrehozás"
"környező ország"
"százalékos arány"
"hátrány szenved"
"szabolcsszatmárbereg megye"
"gazdaság helyzet"
"hitel eset"
"egyenlő esély"
"igény érkezik"
"fogyasztói ár"
"nemzeti akkreditációs"
"java szolgál"
"kis szelet"
"megelőző esztendő"
"anyagi javak"
"súlyos probléma"
"nemzeti vidékfejlesztési"
"rossz hír"
"egyegy ország"
"bármi mond"
"nemzeti ügy"
"adottság megfelelő"
"következő esztendő"
"pótlólagos forrás"
"adósság rendezés"
"beruházás megvalósítás"
"érdek történik"
"termelői értékesítő"
"értékesítő szervezet"
"szerkezeti változás"
"foglalkoztatás tekintet"
"jelentős segítség"
"segítség tud"
"területalapú támogatás"
"átmeneti időszak"
"konszenzus tud"
"bér ad"
"ág sincs"
"kiemelt támogatás"
"jut támogatás"
"jelentős növel"
"felső határ"
"magyar agrárkamara"
"termelő tud"
"politikai párt"
"közvetlen kifizetés"
"parcellaazonosító rendszer"
"adott térség"
"óriási gond"
"piaci alap"
"szabály betartás"
"kategória tartozik"
"gazdasági napilap"
"m0s körgyűrű"
"körgyűrű északi"
"északi szakasz"
"szakasz építés"
"téves információ"
"közlekedési minisztérium"
"térség település"
"település önkormányzat"
"hamis szín"
"folyamatos növekedik"
"messzemenő támogat"
"országos jelentőségű"
"m0s északi"
"közlekedési tárca"
"kompromisszumos megoldás"
"tehermentesítő elkerülő"
"elkerülő út"
"környezetvédelmi engedély"
"építési engedély"
"fő ügyész"
"fő szám"
"országos igazságszolgáltatási"
"igazságszolgáltatási tanács"
"jelentős hozzájárul"
"bíróság fejezet"
"százalékos támogatásnövekedés"
"egészségügyi költségvetés"
"háziorvosi praxis"
"információs rendszer"
"védőnői szolgálat"
"fejlesztés megvalósítás"
"informatikai fejlesztés"
"fordítható összeg"
"egészségbiztosítási pénztár"
"egészségügyi szociális"
"családügyi minisztérium"
"emberi jogi"
"jogi kisebbségi"
"adatvédelmi biztos"
"elvi döntés"
"hatáskör tartozó"
"támogatás csökken"
"szoros összefüggés"
"ígéret hangzik"
"súlyos fogyaték"
"fogyaték élő"
"európai integrációs"
"integrációs ügy"
"hazai társfinanszírozás"
"unió történő"
"szabály alap"
"közvetlen termelői"
"termelői támogatás"
"nyújtott támogatás"
"unió költségvetés"
"gazdálkodó rész"
"célú felhasználás"
"foglalkoztatási szint"
"gyorsforgalmi úthálózat"
"állami tulajdonú"
"adó csökkentés"
"pályázat nyertes"
"gazdasági környezet"
"környezet kialakítás"
"könnyű tesz"
"uniós pénz"
"nemzetközi kötelezettség"
"önkéntes haderő"
"haderő történő"
"adódó feladat"
"feladat végrehajtás"
"kiadási előirányzat"
"személyi állomány"
"biztosít fedezet"
"fegyveres védelem"
"makrogazdasági mutató"
"nyom követhető"
"program keret"
"magyar turizmus"
"turizmus rt"
"fordított összeg"
"ingyenes tankönyv"
"gyermek ifjúsági"
"sportminisztérium fejezet"
"bevétel növelés"
"olimpiai felkészülés"
"ifjúsági alapprogram"
"alapprogram tanács"
"regionális ifjúsági"
"ifjúsági tanács"
"információs társadalom"
"fontos cél"
"széles sávú"
"elektronikus aláírás"
"pályázati pénz"
"címzett támogatás"
"kulturális tárca"
"kritikus pont"
"kiemelt foglalkozik"
"kulturális intézmény"
"mti rt"
"határ túli"
"túli magyarság"
"magyarság támogatás"
"foglal állás"
"anyagi forrás"
"eredeti előirányzat"
"nemzeti támogatás"
"szánt forrás"
"unió szabály"
"megállapítás nyer"
"polgári nemzetbiztonsági"
"dologi kiadás"
"takarékos gazdálkodás"
"nemzetbiztonsági szakszolgálat"
"normatív támogatás"
"előkészítő évfolyam"
"kiemelt munkavégzés"
"munkavégzés járó"
"minőségi pótlék"
"központi elvonás"
"szakképző iskola"
"iskola tanuló"
"kedvező válik"
"osztalék vesz"
"4es metró"
"mérték járul"
"rendszeres gyermekvédelmi"
"tartós beteg"
"ellátás részesülő"
"szociális gondoskodás"
"kialakítás kerül"
"gyermek ellátás"
"kapcsolat származó"
"átengedett személyi"
"százalék halad"
"elosztási rendszer"
"önkormányzat feladat"
"álló forrás"
"különös tekintet"
"állami kiadás"
"tartalmaz forrás"
"rendőrség létszám"
"folyamatos működés"
"rendvédelmi szerv"
"működés illető"
"fejlesztési célú"
"mérték emelkedik"
"működési probléma"
"rendkívül alacsony"
"jóléti kiadás"
"jóléti szolgáltatás"
"havi nyugdíj"
"nyugdíj kap"
"időskorú ember"
"százalékos nyugdíjemelés"
"százalékos emelkedés"
"fogyatékossági támogatás"
"összesség mintegy"
"anyasági ellátás"
"családi támogatás"
"társadalmi szervezet"
"nemzeti civil"
"civil alapprogram"
"mérték csökken"
"különbség csökkentés"
"oly mód"
"kiemelt cél"
"országos közúthálózat"
"úthálózat fejlesztés"
"uniós program"
"uniós tagság"
"kohéziós alap"
"csatlakozás kapcsán"
"lényeges változás"
"egyezmény alap"
"összegű támogatás"
"uniós közvetlen"
"központi szerv"
"kiadás visszafogás"
"feladat teljesítés"
"összesség elmondható"
"beterjesztett költségvetés"
"alapvető probléma"
"kép mutat"
"folyó fizetési"
"fizetési mérleg"
"mérleg hiány"
"hiány növekedés"
"new yorki"
"üzleti szféra"
"bizalmi index"
"ország gazdasági"
"mérték hozzájárul"
"magyar gazdaságpolitika"
"megoldás választ"
"német gazdaság"
"gazdaság növekedés"
"belső fogyasztás"
"kedvezményes hitel"
"infrastrukturális beruházás"
"szakértői vélemény"
"érdek tart"
"hiba követ"
"tény tény"
"előrehozott választás"
"államháztartási hiány"
"beterjesztett anyag"
"egyensúlyi probléma"
"infláció növekedés"
"zavar okoz"
"dicséretes dolog"
"rövid megjegyzés"
"helyzet alakul"
"koalíciós párt"
"rehabilitációs járadék"
"lakáshitel adókedvezmény"
"nyugdíj fog"
"felső kulcs"
"köztársaság tér"
"ember tesz"
"reálérték megőrzés"
"csatlakozás kérdés"
"állami beruházás"
"ország pénzügy"
"megtermelt javak"
"aktív gazdaságpolitika"
"belépő ország"
"gazdaságpolitika csinál"
"ellentét áll"
"jelenlegi magyar"
"élőmunka költség"
"százalék csökkent"
"befektetési adóhitel"
"átlagos terhelés"
"állami újraelosztás"
"mérték nő"
"fejezet költségvetés"
"gyógyszerész kamara"
"drasztikus csökken"
"százalékos gazdasági"
"növekedés mérték"
"hiány mérték"
"csillagos ég"
"megszorítás tesz"
"idéz föl"
"nyugdíjjárulék adókedvezmény"
"forgalmi adó"
"mérték növel"
"elvesz egyhavi"
"egyhavi nyugdíj"
"adókedvezmény megvonás"
"biztos megélhetés"
"minimálbér élő"
"nemzeti tulajdon"
"szerencsejáték rt"
"ország élet"
"kormányzati gazdaságpolitika"
"ember boldogulás"
"hazai vállalkozó"
"fölvetett kérdés"
"adott gazdasági"
"gazdasági körülmény"
"fő cél"
"ember érdek"
"helyi adó"
"adó járulék"
"adó forma"
"legtöbb magyar"
"kis adó"
"újraelosztás mérték"
"öröm hall"
"fő arány"
"elvárás megfelelő"
"forint fordít"
"beteg ellátás"
"gazdaságpolitikai elképzelés"
"védelem vett"
"közúti közlekedés"
"másfél annyi"
"beruházási támogatás"
"radikális csökken"
"forint kevesebb"
"kevesebb költ"
"ezermilliárd forint"
"nyugdíj kifizetés"
"baloldali párt"
"nehéz élő"
"nevel gyerek"
"forint adókedvezmény"
"nettó kereset"
"széles kör"
"járó szociálpolitikai"
"szociálpolitikai támogatás"
"gazdag ország"
"gyerek éhezik"
"igazságos közteherviselés"
"közteherviselés érdek"
"százalékos adókulcs"
"magas jövedelmű"
"felső adókulcs"
"magas adókulcs"
"mérték csökkent"
"járulék fizet"
"elektromos áram"
"áram ár"
"öröm fogad"
"tömegközlekedés támogatás"
"szociális viszony"
"fogyatékosszervezet támogatás"
"munka kereső"
"terh csökkent"
"utazási kedvezmény"
"alkalom ad"
"nyugodt állíthat"
"háttér szorul"
"politikai jellegű"
"nemzeti politika"
"politika folytat"
"tisza mentén"
"mentén élő"
"allergiás betegség"
"betegség szenvedő"
"szerinti idézet"
"béremelés fedezet"
"gyermekjóléti szolgálat"
"bölcsődei ellátás"
"családi napközi"
"akar megszüntet"
"akar elvesz"
"adókedvezmény mérték"
"forint csökken"
"munkahely megteremtés"
"munkahely létrejötte"
"nyugdíjas zseb"
"társadalmi igazságosság"
"nappali ellátás"
"befagyasztás kerül"
"fogyatékos személy"
"bentlakásos intézményi"
"intézményi ellátás"
"fogyatékos sportj"
"tízmillió forintos"
"érdekképviseleti szervezet"
"lakossági gázár"
"lassú mond"
"számítás alap"
"villamos energia"
"energia ár"
"kétszeres emel"
"villanyáram ár"
"adó fog"
"földgáz ár"
"lakossági fogyasztó"
"gazdasági önállóság"
"méret ölt"
"működés feltétel"
"finanszírozási reform"
"alacsony jövedelmi"
"orbánkormány rossz"
"politikai megállapodás"
"javít fog"
"csatlakozás megelőző"
"forint hiányzik"
"ellenőrzési rendszer"
"vidékfejlesztési támogatás"
"kilátás helyez"
"gazdaság támogatás"
"kitörési pont"
"körű árvízvédelmi"
"árvízvédelmi rendszer"
"szám mond"
"nyugodt mondhat"
"info rádió"
"kilométer autópálya"
"autópálya autóút"
"bocsánat kér"
"szakmai program"
"ciklus vég"
"számtani művelet"
"dunatisza köz"
"allergiá szenvedő"
"népegészségügyi program"
"százalék tesz"
"egészségügy terület"
"modernizációs program"
"jóléti fordulat"
"megerősítés szolgál"
"szociális szektor"
"házi gondozás"
"másfél milliárd"
"otthoni szakápolás"
"háziorvosi rendszer"
"finanszírozási forrás"
"irányított betegellátási"
"betegellátási modellkísérlet"
"beteg érdek"
"fontos tény"
"kórház rekonstrukció"
"országos rendszer"
"minőségbiztosítási rendszer"
"rendszer fejlesztés"
"állami népegészségügyi"
"tisztiorvosi szolgálat"
"igény vehet"
"hátrányos helyzet"
"rendszer működés"
"alap bevétel"
"finanszírozási rendszer"
"kiadás egyensúly"
"orvos ápoló"
"rendkívüli munkavégzés"
"egészségbiztosítási alap"
"szolgáltatás fejlesztés"
"biztonság adó"
"működési költség"
"magyar külpolitika"
"érdek képviselet"
"érdek érvényesítés"
"túli magyar"
"magyar közösség"
"működési költségvetés"
"európai parlamenti"
"jutó támogatás"
"erdélyi magyar"
"magyar egyetem"
"fejlesztési kiadás"
"szomszédos állam"
"állam élő"
"oktatásinevelési támogatás"
"alap megállapítható"
"normatív alap"
"koppenhágai megállapodás"
"nemzeti önrész"
"pályázati út"
"pályázati forrás"
"ász jelentés"
"nemzeti rész"
"köszönő viszony"
"külföldi tőke"
"kutya kötelesség"
"állampolgár biztonság"
"gazdasági élet"
"élet szereplő"
"csatlakozás időpont"
"élet léptet"
"gazdaságfejlesztési program"
"közvetlen szolgáló"
"pályázati rendszer"
"technikai feltétel"
"fejlesztési alap"
"uniós ország"
"döntő többség"
"cél szolgáló"
"él jár"
"mikro kis"
"középvállalkozói réteg"
"kap magyarország"
"magyar export"
"magyar ipar"
"érdemi intézkedés"
"smart hungary"
"kudarc vall"
"szomorú tény"
"vetít előre"
"környezetterhelési díj"
"intézkedés tesz"
"gazdasági program"
"kormányzati magatartás"
"magyar vállalkozói"
"gazdaságpolitikai fordulat"
"szám tud"
"unió átlag"
"gazdasági növekedési"
"növekedési ütem"
"ország gazdaság"
"oly mérték"
"befektetői bizalom"
"növekedés tartós"
"számítás vesz"
"friss adat"
"munkanélküliségi adat"
"foglalkoztatotti létszám"
"különös probléma"
"fontos rész"
"típusú kérdés"
"nettó befizető"
"pozíció kerül"
"uniós költségvetés"
"pozitív értelem"
"eus pénz"
"pénz felhasználás"
"ország háza"
"hatalmi ág"
"politikai konszenzus"
"igazságügyi tárca"
"olcsó állam"
"állam ígéret"
"összeg tesz"
"lakossági tájékoztatás"
"politikai érdek"
"állami alkalmazott"
"fontos kérdéskör"
"fejlesztési adókedvezmény"
"foglalkoztatási kötelezettség"
"élet hív"
"foglalkoztatás bővítés"
"társasági nyereségadó"
"gyes gyed"
"feletti tartós"
"tartós munkanélküli"
"munkanélküli kör"
"egészségügyi hozzájárulás"
"megváltozott munkaképességű"
"példa kedv"
"munkaerőpiaci alap"
"rész vevő"
"gyakorlati tapasztalat"
"ember sokaság"
"felnőttképzés tekintet"
"adott esztendő"
"akar érzékeltet"
"versenyképesség fokozás"
"csatlakozás kapcsolatos"
"friss pénz"
"százalékos mértékű"
"regisztrációs rendszer"
"környezetvédelmi beruházás"
"kis település"
"környezetvédelmi alap"
"jelentős forrás"
"hulladéklerakó hely"
"veszélyes hulladék"
"környezetvédelmi tárca"
"hatósági feladat"
"feladat ellátó"
"fő történő"
"fő közötti"
"vízügy terület"
"vásárhelyiterv továbbfejlesztés"
"akar csinál"
"környezetvédelmi tárcá"
"beruházás tud"
"környezetvédelem terület"
"fenntartható fejlődés"
"akar emel"
"természetvédelem terület"
"védett terület"
"egészséges környezet"
"döntés meghoz"
"döntési mechanizmus"
"környezetvédelmi minisztérium"
"mély válság"
"agrárintervenciós központ"
"kifizetési rendszer"
"felháborító tart"
"környezetvédelmi célú"
